original_text,reframed_text,strategy,original_with_label
I feel like I spend so much time on other peoples problems that there is no time left for me,I have no time for involve other people problems.,"['growth', 'neutralizing']","I feel like I spend so much time on other peoples problems that there is no time left for me Strategy: ['growth', 'neutralizing']"
I feel like I've been trying really hard lately to convince myself that I'm totally okay  gettingtome,Sometimes convincing me is just another word to talk about I‚Äôm sure I‚Äôm okay.,"['optimism', 'self_affirmation']","I feel like I've been trying really hard lately to convince myself that I'm totally okay  gettingtome Strategy: ['optimism', 'self_affirmation']"
Everybody is all hype to go home for break and I'm sitting here like.HOME?! stressed drama myfave,I need to stay at work for the break but the extra money worth it!,['optimism'],Everybody is all hype to go home for break and I'm sitting here like.HOME?! stressed drama myfave Strategy: ['optimism']
all my problems would be solved if I could just get buried in a pile of puppies,I feel as life is bad now but I know that I will be stronger and will turn my life around.,['growth'],all my problems would be solved if I could just get buried in a pile of puppies Strategy: ['growth']
Maybe if the world ends tomorrow it won't be so bad. At least I won't have to finish UCAS by tomorrow and take my theory,I've dedicated myself a lot and I know I'll finish my UCAS and take a good theory,['self_affirmation'],Maybe if the world ends tomorrow it won't be so bad. At least I won't have to finish UCAS by tomorrow and take my theory Strategy: ['self_affirmation']
Once I come into the office I remember why I tend to drink so much this semester.. My co-instructor drives me crazy sadtweet,My co-instructor really gets in my head sometimes but I know he wants the best for me,['optimism'],Once I come into the office I remember why I tend to drink so much this semester.. My co-instructor drives me crazy sadtweet Strategy: ['optimism']
UGHdo you ever just wanna punch something because you mess your nails up so bad you don't even know what to do.,"Whenever I get upset at myself, I take a deep breath and give thanks for being alive.","['growth', 'optimism', 'thankfulness']","UGHdo you ever just wanna punch something because you mess your nails up so bad you don't even know what to do. Strategy: ['growth', 'optimism', 'thankfulness']"
"Company call centres really do need to learn that ""sorry"" really does go a long way!!",I do hope company call cantres learn to say “sorry”.That would be nice.,['neutralizing'],"Company call centres really do need to learn that ""sorry"" really does go a long way!! Strategy: ['neutralizing']"
Sat down with 2 days to go panicking about stuff that must be done! weddingproblems weddingplanning,I can't wait to get married I only have two days to go. Lots of planning to do.,"['neutralizing', 'thankfulness']","Sat down with 2 days to go panicking about stuff that must be done! weddingproblems weddingplanning Strategy: ['neutralizing', 'thankfulness']"
My list of things to accomplish is always longer than the amount of hrs in a day! I can never keep up. My goals are months behind.,"My list of things to accomplish is always longer than the amount of hours in a day. My goals are months behind, but I know I will accomplish it.","['neutralizing', 'optimism']","My list of things to accomplish is always longer than the amount of hrs in a day! I can never keep up. My goals are months behind. Strategy: ['neutralizing', 'optimism']"
Feeling like I have the weight of the world on my shoulders and I'm gonna collapse,"I feel the world on my shoulders right now, but I know it's only going tobe for a short while",['impermanence'],Feeling like I have the weight of the world on my shoulders and I'm gonna collapse Strategy: ['impermanence']
Sitting for half an hour deciding to use red or brown sauce on my soda then realising I have to make life decisions later.,I can't be wasting time with useless decisions when I have to make important decisions about my life.,"['growth', 'neutralizing']","Sitting for half an hour deciding to use red or brown sauce on my soda then realising I have to make life decisions later. Strategy: ['growth', 'neutralizing']"
Being this stressed out is not ok and it is definitely taking a toll on me.,This stress is affecting me a lot. I hope to get out of this soon.,"['neutralizing', 'optimism']","Being this stressed out is not ok and it is definitely taking a toll on me. Strategy: ['neutralizing', 'optimism']"
"I hate making decisions I would rather have a decision assistant. Either make my decisions, or help me with them!",I have so many choices in life it's amazing to have options,['optimism'],"I hate making decisions I would rather have a decision assistant. Either make my decisions, or help me with them! Strategy: ['optimism']"
"This week I have an essay due for rhetorical writing, which if you know me well you know I have no idea what Im doing when it comes to essay writing. Wish me luck",I will be working hard on my rhetorical writing assignment which can only help me get better.,"['growth', 'optimism']","This week I have an essay due for rhetorical writing, which if you know me well you know I have no idea what Im doing when it comes to essay writing. Wish me luck Strategy: ['growth', 'optimism']"
I want to die die help me damnit I want die stupid  people stupid damn life why I can't die I wanna dieeeeeeeee damn life damn people I'm tired and this Tweet is useless too damn  humans  depressionfeelslike,"There are times when I feel like I want to die, because I feel depressed and tired, but I'll look for help and be okay.","['neutralizing', 'optimism']","I want to die die help me damnit I want die stupid  people stupid damn life why I can't die I wanna dieeeeeeeee damn life damn people I'm tired and this Tweet is useless too damn  humans  depressionfeelslike Strategy: ['neutralizing', 'optimism']"
I've noticed that I wasted 10 years of my life being your friend and you never really cared about me at all thanks,"Even though we don’t have the same definition of affection, these last years of friendship I had with you, I really value them.","['optimism', 'thankfulness']","I've noticed that I wasted 10 years of my life being your friend and you never really cared about me at all thanks Strategy: ['optimism', 'thankfulness']"
